"id","server","username","DisplayName","acct_url","replies_count","reblogs_count","favourites_count","url","uri","created_at"
"109101163364510943","aspiechattr.me","TechNews","Tech News Worldwide","https://aspiechattr.me/@TechNews","0","0","0","https://aspiechattr.me/@TechNews/109101163364510943","https://aspiechattr.me/users/TechNews/statuses/109101163364510943","10/2/2022 11:00:38 PM"
"106821375433943624","aspiechattr.me","TechNews","Tech News Worldwide","https://aspiechattr.me/@TechNews","0","0","0","https://aspiechattr.me/@TechNews/106821375433943624","https://aspiechattr.me/users/TechNews/statuses/106821375433943624","8/26/2021 8:00:35 AM"
"109268170811332910","aus.social","christopher","Christopher","https://aus.social/@christopher","0","0","0","https://aus.social/@christopher/109268170811332910","https://aus.social/users/christopher/statuses/109268170811332910","11/1/2022 10:52:49 AM"
"109264475091594845","aus.social","lukemurray","Luke Murray","https://aus.social/@lukemurray","0","0","1","https://aus.social/@lukemurray/109264475091594845","https://aus.social/users/lukemurray/statuses/109264475091594845","10/31/2022 7:12:57 PM"
"109251182760926067","aus.social","simonoid","Simonoid","https://aus.social/@simonoid","1","0","4","https://aus.social/@simonoid/109251182760926067","https://aus.social/users/simonoid/statuses/109251182760926067","10/29/2022 10:52:32 AM"
"107207175741281557","cathode.church","meena","Mina","https://cathode.church/@meena","1","0","1","https://cathode.church/@meena/107207175741281557","https://cathode.church/users/meena/statuses/107207175741281557","11/2/2021 11:14:40 AM"
"109312906337090626","chaos.social","metaphil","me·ta·phil, der","https://chaos.social/@metaphil","0","2","7","https://chaos.social/@metaphil/109312906337090626","https://chaos.social/users/metaphil/statuses/109312906337090626","11/9/2022 8:29:39 AM"
"109308221973717956","chaos.social","joergi","Jörgi","https://chaos.social/@joergi","1","1","0","https://chaos.social/@joergi/109308221973717956","https://chaos.social/users/joergi/statuses/109308221973717956","11/8/2022 12:37:55 PM"
"109281875258267084","chaos.social","copyrights","copyrights","https://chaos.social/@copyrights","1","0","1","https://chaos.social/@copyrights/109281875258267084","https://chaos.social/users/copyrights/statuses/109281875258267084","11/3/2022 8:58:02 PM"
"109268285468273038","chaos.social","kubikpixel","KubikPixel™","https://chaos.social/@kubikpixel","0","1","4","https://chaos.social/@kubikpixel/109268285468273038","https://chaos.social/users/kubikpixel/statuses/109268285468273038","11/1/2022 11:21:59 AM"
"109229564076358676","chaos.social","gom","gom","https://chaos.social/@gom","0","0","0","https://chaos.social/@gom/109229564076358676","https://chaos.social/users/gom/statuses/109229564076358676","10/25/2022 3:14:37 PM"
"109199850544987428","chaos.social","schenklklopfer","Schenkl 🏳️‍🌈","https://chaos.social/@schenklklopfer","7","1","10","https://chaos.social/@schenklklopfer/109199850544987428","https://chaos.social/users/schenklklopfer/statuses/109199850544987428","10/20/2022 9:18:05 AM"
"109133505202100151","chaos.social","gom","gom","https://chaos.social/@gom","1","0","1","https://chaos.social/@gom/109133505202100151","https://chaos.social/users/gom/statuses/109133505202100151","10/8/2022 4:05:35 PM"
"108918780440617489","chaos.social","gom","gom","https://chaos.social/@gom","1","0","0","https://chaos.social/@gom/108918780440617489","https://chaos.social/users/gom/statuses/108918780440617489","8/31/2022 5:58:15 PM"
"108902442087657071","chaos.social","schenklklopfer","Schenkl 🏳️‍🌈","https://chaos.social/@schenklklopfer","1","4","1","https://chaos.social/@schenklklopfer/108902442087657071","https://chaos.social/users/schenklklopfer/statuses/108902442087657071","8/28/2022 8:43:12 PM"
"108902268456581066","chaos.social","gom","gom","https://chaos.social/@gom","0","0","0","https://chaos.social/@gom/108902268456581066","https://chaos.social/users/gom/statuses/108902268456581066","8/28/2022 7:59:02 PM"
"108901878791909448","chaos.social","gom","gom","https://chaos.social/@gom","1","2","3","https://chaos.social/@gom/108901878791909448","https://chaos.social/users/gom/statuses/108901878791909448","8/28/2022 6:19:57 PM"
"108515618075312866","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","1","https://chaos.social/@chri_tea/108515618075312866","https://chaos.social/users/chri_tea/statuses/108515618075312866","6/21/2022 1:08:46 PM"
"108510187733252912","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/108510187733252912","https://chaos.social/users/chri_tea/statuses/108510187733252912","6/20/2022 2:07:45 PM"
"108202985164652808","chaos.social","pwd","pwd","https://chaos.social/@pwd","0","0","0","https://chaos.social/@pwd/108202985164652808","https://chaos.social/users/pwd/statuses/108202985164652808","4/27/2022 8:02:06 AM"
"107986344092951617","chaos.social","ro1o","rolo","https://chaos.social/@ro1o","0","0","0","https://chaos.social/@ro1o/107986344092951617","https://chaos.social/users/ro1o/statuses/107986344092951617","3/20/2022 1:47:26 AM"
"107718456628064216","chaos.social","dev_town","dev_town","https://chaos.social/@dev_town","0","0","0","https://chaos.social/@dev_town/107718456628064216","https://chaos.social/users/dev_town/statuses/107718456628064216","1/31/2022 6:20:07 PM"
"107661432314647938","chaos.social","ro1o","rolo","https://chaos.social/@ro1o","0","0","0","https://chaos.social/@ro1o/107661432314647938","https://chaos.social/users/ro1o/statuses/107661432314647938","1/21/2022 4:38:05 PM"
"107650895460322884","chaos.social","ro1o","rolo","https://chaos.social/@ro1o","0","0","0","https://chaos.social/@ro1o/107650895460322884","https://chaos.social/users/ro1o/statuses/107650895460322884","1/19/2022 7:58:26 PM"
"107331218122015549","chaos.social","seeseekey","seeseekey","https://chaos.social/@seeseekey","0","0","0","https://chaos.social/@seeseekey/107331218122015549","https://chaos.social/users/seeseekey/statuses/107331218122015549","11/24/2021 9:00:17 AM"
"107138689353608897","chaos.social","metaphil","me·ta·phil, der","https://chaos.social/@metaphil","0","0","0","https://chaos.social/@metaphil/107138689353608897","https://chaos.social/users/metaphil/statuses/107138689353608897","10/21/2021 8:57:41 AM"
"107098244542947848","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/107098244542947848","https://chaos.social/users/chri_tea/statuses/107098244542947848","10/14/2021 5:32:02 AM"
"107061699525409926","chaos.social","ro1o","rolo","https://chaos.social/@ro1o","0","0","0","https://chaos.social/@ro1o/107061699525409926","https://chaos.social/users/ro1o/statuses/107061699525409926","10/7/2021 6:38:09 PM"
"106699053887290741","chaos.social","ro1o","rolo","https://chaos.social/@ro1o","1","0","0","https://chaos.social/@ro1o/106699053887290741","https://chaos.social/users/ro1o/statuses/106699053887290741","8/4/2021 5:32:36 PM"
"105549100577339927","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","2","https://chaos.social/@chri_tea/105549100577339927","https://chaos.social/users/chri_tea/statuses/105549100577339927","1/13/2021 3:24:21 PM"
"105357412071201881","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105357412071201881","https://chaos.social/users/chri_tea/statuses/105357412071201881","12/10/2020 6:55:26 PM"
"105357211439577209","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105357211439577209","https://chaos.social/users/chri_tea/statuses/105357211439577209","12/10/2020 6:04:25 PM"
"105162192701227129","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105162192701227129","https://chaos.social/users/chri_tea/statuses/105162192701227129","11/6/2020 7:28:35 AM"
"105107337690207086","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105107337690207086","https://chaos.social/users/chri_tea/statuses/105107337690207086","10/27/2020 2:58:14 PM"
"105039886842223108","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105039886842223108","https://chaos.social/users/chri_tea/statuses/105039886842223108","10/15/2020 5:04:36 PM"
"105023379784828157","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105023379784828157","https://chaos.social/users/chri_tea/statuses/105023379784828157","10/12/2020 7:06:38 PM"
"105000266187821603","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105000266187821603","https://chaos.social/users/chri_tea/statuses/105000266187821603","10/8/2020 5:08:33 PM"
"105000257267281561","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/105000257267281561","https://chaos.social/users/chri_tea/statuses/105000257267281561","10/8/2020 5:06:17 PM"
"104926236161081891","chaos.social","gom","gom","https://chaos.social/@gom","0","0","0","https://chaos.social/@gom/104926236161081891","https://chaos.social/users/gom/statuses/104926236161081891","9/25/2020 3:21:44 PM"
"104924494379345231","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","1","0","0","https://chaos.social/@chri_tea/104924494379345231","https://chaos.social/users/chri_tea/statuses/104924494379345231","9/25/2020 7:58:47 AM"
"104919912377698793","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/104919912377698793","https://chaos.social/users/chri_tea/statuses/104919912377698793","9/24/2020 12:33:31 PM"
"104919444790474993","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/104919444790474993","https://chaos.social/users/chri_tea/statuses/104919444790474993","9/24/2020 10:34:36 AM"
"104912646686254710","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/104912646686254710","https://chaos.social/users/chri_tea/statuses/104912646686254710","9/23/2020 5:45:45 AM"
"104912592897275509","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/104912592897275509","https://chaos.social/users/chri_tea/statuses/104912592897275509","9/23/2020 5:32:05 AM"
"104910055420418965","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/104910055420418965","https://chaos.social/users/chri_tea/statuses/104910055420418965","9/22/2020 6:46:46 PM"
"104903993684554806","chaos.social","chri_tea","Christian Lehrer","https://chaos.social/@chri_tea","0","0","0","https://chaos.social/@chri_tea/104903993684554806","https://chaos.social/users/chri_tea/statuses/104903993684554806","9/21/2020 5:05:11 PM"
"106518032257837937","cybre.space","feoh","Feoh","https://cybre.space/@feoh","0","0","1","https://cybre.space/@feoh/106518032257837937","https://cybre.space/users/feoh/statuses/106518032257837937","7/3/2021 6:16:25 PM"
"100040701457582989","cybre.space","zigg","zigg","https://cybre.space/@zigg","0","0","2","https://cybre.space/@zigg/100040701457582989","https://cybre.space/users/zigg/statuses/100040701457582989","5/16/2018 7:46:01 PM"
"100030788543837409","cybre.space","Canageek","Moving to wandering.shop","https://cybre.space/@Canageek","0","1","3","https://cybre.space/@Canageek/100030788543837409","https://cybre.space/users/Canageek/statuses/100030788543837409","5/15/2018 1:45:02 AM"
"100030787506616909","cybre.space","Canageek","Moving to wandering.shop","https://cybre.space/@Canageek","0","1","2","https://cybre.space/@Canageek/100030787506616909","https://cybre.space/users/Canageek/statuses/100030787506616909","5/15/2018 1:44:46 AM"
"99061236649876074","cybre.space","grainloom","read-only account (Rain 🚱)","https://cybre.space/@grainloom","0","0","1","https://cybre.space/@grainloom/99061236649876074","https://cybre.space/users/grainloom/statuses/99061236649876074","11/24/2017 8:15:14 PM"
"99061229917851627","cybre.space","grainloom","read-only account (Rain 🚱)","https://cybre.space/@grainloom","0","0","1","https://cybre.space/@grainloom/99061229917851627","https://cybre.space/users/grainloom/statuses/99061229917851627","11/24/2017 8:13:31 PM"
"101842217441888085","deadinsi.de","Jessifir","Jessi","https://deadinsi.de/@Jessifir","0","0","1","https://deadinsi.de/@Jessifir/101842217441888085","https://deadinsi.de/users/Jessifir/statuses/101842217441888085","3/30/2019 11:35:13 PM"
"109312406898183247","fosstodon.org","thedavecarroll","Dave Carroll","https://fosstodon.org/@thedavecarroll","0","0","0","https://fosstodon.org/@thedavecarroll/109312406898183247","https://fosstodon.org/users/thedavecarroll/statuses/109312406898183247","11/9/2022 6:22:38 AM"
"109308771573267480","fosstodon.org","pyranose","Pyranose","https://fosstodon.org/@pyranose","1","0","1","https://fosstodon.org/@pyranose/109308771573267480","https://fosstodon.org/users/pyranose/statuses/109308771573267480","11/8/2022 2:58:08 PM"
"109307218423965402","fosstodon.org","moon15","SonarSeason","https://fosstodon.org/@moon15","0","0","0","https://fosstodon.org/@moon15/109307218423965402","https://fosstodon.org/users/moon15/statuses/109307218423965402","11/8/2022 8:23:08 AM"
"109302764873712835","fosstodon.org","pearcec","Christian Pearce T ✝️🏃🏻‍♂️🐕","https://fosstodon.org/@pearcec","0","1","1","https://fosstodon.org/@pearcec/109302764873712835","https://fosstodon.org/users/pearcec/statuses/109302764873712835","11/7/2022 1:30:33 PM"
